timestamp,time_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,status
2026-07-12 16:40:35,47847,118,-5,3764,-442,-188,99,OK
2026-07-12 16:40:35,48030,117,-5,3766,-449,-182,100,OK
2026-07-12 16:40:35,48170,113,-26,3777,-435,-187,96,OK
2026-07-12 16:40:35,48309,116,-21,3761,-440,-189,100,OK
2026-07-12 16:40:35,48449,118,-4,3783,-445,-185,107,OK
2026-07-12 16:40:35,48589,120,-16,3753,-456,-187,96,OK
2026-07-12 16:40:35,48728,129,-3,3762,-440,-196,99,OK
2026-07-12 16:40:36,48868,122,-7,3770,-445,-193,99,OK
2026-07-12 16:40:36,49008,120,-10,3780,-443,-194,95,OK
2026-07-12 16:40:36,49147,122,-13,3765,-450,-189,98,OK
2026-07-12 16:40:36,49331,128,-15,3755,-440,-197,101,OK
2026-07-12 16:40:36,49470,121,-11,3760,-451,-182,102,OK
2026-07-12 16:40:36,49610,129,-24,3765,-447,-190,93,OK
2026-07-12 16:40:36,49750,129,-21,3760,-432,-201,101,OK
2026-07-12 16:40:37,49890,129,-14,3768,-445,-195,100,OK
2026-07-12 16:40:37,50029,129,-11,3773,-441,-198,99,OK
2026-07-12 16:40:37,50169,123,-24,3770,-434,-189,95,OK
2026-07-12 16:40:37,50309,354,-248,3783,-453,-224,106,OK
2026-07-12 16:40:37,50449,127,-15,3774,-455,-125,97,OK
2026-07-12 16:40:37,50632,113,-13,3788,-434,-199,94,OK
2026-07-12 16:40:37,50771,167,-10,3773,-468,-136,159,OK
